id,age,employer_type,highest_education_completed,marital_status,occupation_code,race_code,gender,capital_gains,capital_losses,hours_worked_per_week,native_country_code,salary_greater_than_100k
2479,41,non_government,high_school, separated,2,3,0,0,0,40,20,0
2480,23,non_government,some_college, divorced,7,3,0,0,0,24,20,0
2481,26,non_government,high_school,never_married,7,3,0,0,0,35,20,0
2482,45,government_local,masters_degree, divorced,1,3,0,0,0,55,20,0
2483,29,government_federal,bachelors_degree, married,0,3,1,24255,0,40,20,1
2484,25,non_government,high_school, married,10,3,1,0,0,45,20,0
2485,23,non_government,bachelors_degree,never_married,1,3,1,0,0,40,20,0
2486,42,non_government,bachelors_degree, married,0,3,1,0,7370,60,20,1
2487,46,government_local,bachelors_degree, married,0,2,1,0,0,40,20,1
2488,35,non_government,bachelors_degree,never_married,2,3,0,0,0,40,20,0
2489,31,non_government,some_college, married,6,3,1,0,0,40,20,0
2490,30,non_government,high_school,never_married,10,3,1,0,0,45,20,0
2491,23,non_government,bachelors_degree,never_married,3,3,1,0,0,50,20,0
2492,41,non_government,bachelors_degree, divorced,1,2,1,0,0,40,20,0
2493,43,self_employed_not_incorporated,bachelors_degree, married,10,1,0,0,0,80,36,0
2494,40,self_employed_not_incorporated,high_school, married,11,3,1,0,0,60,20,0
2495,44,non_government,some_college, married,10,3,1,0,0,44,20,0
2496,23,non_government,some_college,never_married,8,3,1,0,0,60,20,0
2497,60,non_government,professional_degree, married,1,3,1,0,0,70,7,1
2498,40,self_employed_incorporated,professional_degree, married,1,3,1,44425,0,40,20,1
2499,29,non_government,some_college,never_married,6,3,0,0,0,40,20,0
2500,40,government_federal,some_college, married,6,3,1,0,5011,40,20,0
2501,38,non_government,professional_degree, married,3,3,0,0,0,40,20,0
2502,31,government_local,high_school,never_married,2,3,0,0,0,40,20,0
2503,26,government_local,high_school,never_married,2,3,0,0,0,40,20,0
2504,46,non_government,high_school, divorced,3,3,0,0,0,30,20,0
2505,40,non_government,masters_degree,never_married,1,3,0,0,0,40,20,0
2506,20,non_government,some_college,never_married,7,3,0,0,0,40,20,0
2507,26,self_employed_not_incorporated,associates_degree_academic,never_married,6,3,1,0,0,40,20,0
2508,38,non_government,some_college, divorced,6,3,1,0,0,40,20,0
2509,24,non_government,high_school,never_married,4,2,0,0,0,40,20,0
2510,24,non_government,some_college,never_married,6,3,0,0,0,45,20,0
2511,40,non_government,associates_degree_vocational, divorced,1,3,1,0,0,40,20,0
2512,35,non_government,doctoral_degree, married,1,1,1,0,5473,40,30,1
2513,59,non_government,high_school, divorced,7,3,0,0,0,40,20,0
2514,22,non_government,bachelors_degree,never_married,1,3,0,0,0,15,7,0
2515,51,non_government,high_school, married,6,3,1,0,0,45,2,0
2516,32,non_government,some_college, married,9,2,1,0,0,16,20,0
2517,54,non_government,masters_degree, married,0,3,1,0,5527,44,20,1
2518,40,non_government,bachelors_degree,never_married,1,3,0,0,0,45,20,0
2519,56,government_local,masters_degree, widowed,1,3,0,0,0,40,20,0
2520,20,non_government,some_college,never_married,4,3,1,0,0,20,20,0
2521,25,non_government,high_school,never_married,3,3,1,0,0,35,20,0
2522,26,non_government,high_school, married,6,3,1,0,0,60,20,0
2523,33,non_government,professional_degree, married,0,1,1,0,0,65,12,1
2524,31,non_government,bachelors_degree,never_married,0,3,0,45656,0,50,20,1
2525,33,non_government,high_school, married,7,2,1,0,0,36,24,0
2526,46,government_local,some_college, married,6,2,1,0,0,40,20,1
2527,41,government_local,bachelors_degree, married,9,3,1,0,0,50,20,0
2528,46,self_employed_not_incorporated,high_school, widowed,7,3,0,0,0,40,20,0
2529,21,non_government,some_college,never_married,1,1,0,0,0,20,19,0
2530,37,non_government,some_college, married,8,3,1,0,0,45,20,0
2531,33,non_government,bachelors_degree, married,1,3,1,8781,0,43,20,1
2532,25,non_government,high_school, married,3,3,1,0,0,48,20,0
2533,67,self_employed_not_incorporated,high_school, widowed,7,3,0,0,0,30,20,0
2534,39,non_government,high_school, divorced,10,3,1,0,0,50,20,0
2535,19,non_government,high_school,never_married,10,3,1,0,0,40,20,0
2536,48,non_government,high_school, married,10,3,1,0,0,40,20,0
2537,44,non_government,some_college, married,5,3,1,0,0,40,20,0
2538,35,government_federal,bachelors_degree, married,1,1,1,0,0,40,21,0
2539,51,non_government,bachelors_degree,never_married,3,3,1,0,0,55,20,1
2540,50,non_government,some_college, married,7,3,0,0,0,40,3,0
2541,25,non_government,associates_degree_vocational,never_married,2,3,0,0,0,38,20,0
2542,30,non_government,some_college, married,5,2,0,0,0,45,20,0
2543,40,non_government,associates_degree_academic, married,5,3,1,0,0,44,20,0
2544,30,non_government,some_college, married,3,3,0,0,0,40,20,0
2545,56,non_government,high_school,never_married,4,3,1,0,0,28,20,0
2546,55,self_employed_not_incorporated,associates_degree_academic, married,0,3,1,0,0,55,20,1
2547,27,government_state,masters_degree,never_married,1,3,0,0,0,50,7,0
2548,50,non_government,high_school, married,8,3,1,0,0,40,20,0
2549,49,government_state,bachelors_degree, married,0,3,1,45462,0,40,20,1
2550,29,government_local,bachelors_degree,never_married,4,3,1,0,0,40,20,0
2551,27,non_government,bachelors_degree, married,3,3,1,0,0,50,20,1
2552,42,government_local,high_school, divorced,11,3,1,0,0,40,20,0
2553,32,non_government,bachelors_degree, married,3,3,1,0,0,40,20,0
2554,25,non_government,high_school,never_married,4,3,1,0,0,40,20,0
2555,38,self_employed_not_incorporated,some_college, divorced,7,3,0,0,0,40,20,0
2556,25,self_employed_not_incorporated,bachelors_degree,never_married,1,3,1,0,0,30,20,0
2557,47,non_government,high_school,never_married,7,3,0,0,0,40,20,0
2558,29,non_government,some_college, married,0,2,0,0,0,40,20,0
2559,35,government_local,high_school,never_married,2,0,1,0,0,55,20,0
2560,20,non_government,some_college,never_married,7,3,0,0,0,40,20,0
2561,58,self_employed_incorporated,bachelors_degree, married,1,3,1,0,0,40,20,0
2562,30,non_government,masters_degree, married,2,3,1,12447,0,40,20,1
2563,64,non_government,professional_degree, married,0,3,1,0,0,60,20,0
2564,37,non_government,associates_degree_vocational, married,6,3,1,0,0,40,20,0
2565,34,self_employed_not_incorporated,high_school, married,11,3,1,0,0,45,20,0
2566,33,self_employed_not_incorporated,high_school,never_married,8,3,1,0,0,60,20,0
2567,49,non_government,high_school, married,6,3,1,0,0,46,20,0
2568,26,non_government,associates_degree_vocational,never_married,7,3,1,0,0,40,20,0
2569,25,non_government,professional_degree,never_married,1,3,0,0,0,30,20,0
2570,31,self_employed_incorporated,bachelors_degree,never_married,1,3,1,0,0,45,20,1
2571,30,non_government,some_college, married,1,3,1,21587,0,40,20,1
2572,39,self_employed_incorporated,masters_degree, married,0,3,1,0,0,50,20,0
2573,50,non_government,associates_degree_vocational, married,0,3,1,0,0,50,20,1
2574,31,government_federal,high_school, separated,4,3,0,0,0,40,20,0
2575,25,self_employed_incorporated,some_college,never_married,3,3,0,0,0,35,20,0
2576,37,government_local,high_school, married,9,3,1,0,0,40,20,0
2577,42,non_government,high_school, separated,2,3,0,0,0,40,20,0
2578,23,non_government,some_college, married,6,3,1,0,0,40,20,0
2579,48,self_employed_incorporated,bachelors_degree, divorced,3,3,1,0,0,60,20,1
2580,51,self_employed_incorporated,doctoral_degree, married,1,3,1,43404,0,40,20,1
2581,31,non_government,some_college, separated,7,2,0,0,0,40,20,0
2582,37,self_employed_not_incorporated,high_school, married,6,3,1,0,0,47,20,0
2583,29,non_government,professional_degree,never_married,1,3,1,0,0,50,20,0
2584,33,non_government,bachelors_degree, married,11,3,1,0,0,40,5,0
2585,31,non_government,associates_degree_academic,never_married,10,3,1,0,0,40,20,0
2586,53,self_employed_not_incorporated,high_school, married,0,3,1,0,0,35,20,0
2587,49,government_local,masters_degree,never_married,1,3,0,14094,0,40,20,0
2588,20,government_state,some_college,never_married,1,3,0,0,0,15,20,0
2589,18,non_government,some_college,never_married,6,3,1,0,0,30,20,0
2590,27,non_government,high_school,never_married,7,3,1,0,6145,40,20,0
2591,21,non_government,some_college,never_married,0,3,1,0,0,40,20,0
2592,32,non_government,associates_degree_vocational, married,10,3,1,0,0,40,20,0
2593,71,non_government,high_school, married,9,3,1,20571,0,20,20,0
2594,54,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,0,40,20,1
2595,44,non_government,some_college, widowed,0,2,0,0,0,40,20,0
2596,48,government_federal,masters_degree, married,1,3,1,0,0,40,20,1
2597,40,non_government,bachelors_degree, separated,2,2,1,0,0,35,20,0
2598,49,government_local,associates_degree_academic, divorced,2,3,0,0,0,30,20,0
2599,40,non_government,high_school, married,7,1,1,0,0,30,1,0
2600,30,non_government,some_college, married,1,3,1,0,0,68,20,0
2601,27,non_government,bachelors_degree, married,3,3,1,0,0,45,20,1
2602,24,self_employed_not_incorporated,some_college, married,8,3,1,0,0,60,20,0
2603,35,non_government,associates_degree_vocational, divorced,2,3,0,20115,0,40,20,0
2604,39,non_government,some_college, married,0,3,1,0,0,50,20,1
2605,33,non_government,bachelors_degree,never_married,1,2,1,0,0,50,20,1
2606,39,non_government,bachelors_degree,never_married,0,3,0,0,0,40,20,0
2607,64,non_government,some_college, married,0,3,0,0,0,40,20,0
2608,53,non_government,some_college, separated,2,3,1,0,0,40,3,0
2609,21,non_government,some_college,never_married,3,3,1,0,0,40,20,0
2610,50,non_government,high_school, divorced,3,3,0,0,0,65,20,0
2611,40,government_local,high_school, married,0,3,1,0,0,40,20,0
2612,47,non_government,high_school, married,0,3,0,0,0,30,20,1
2613,47,government_federal,some_college, married,2,2,1,0,0,40,20,1
2614,37,non_government,high_school, married,6,3,1,0,0,40,20,0
2615,41,non_government,high_school, married,5,3,1,0,0,40,20,0
2616,23,non_government,bachelors_degree,never_married,3,3,1,0,0,48,20,0
2617,43,non_government,high_school, married,6,3,1,0,0,70,20,0
2618,30,government_local,bachelors_degree, married,9,3,1,0,0,72,20,1
2619,44,non_government,some_college, married,1,3,1,0,0,40,20,1
2620,42,government_state,doctoral_degree,never_married,0,3,0,0,0,40,11,1
2621,52,non_government,masters_degree, married,0,3,1,0,0,40,20,0
2622,42,self_employed_not_incorporated,high_school, married,0,3,1,0,0,50,20,0
2623,26,non_government,some_college,never_married,6,1,1,0,0,37,30,0
2624,49,self_employed_not_incorporated,some_college, married,3,3,1,0,0,50,20,0
2625,19,non_government,high_school,never_married,7,3,1,0,0,20,20,0
2626,18,non_government,high_school,never_married,3,3,0,0,0,38,20,0
2627,26,non_government,high_school, married,0,3,0,14768,0,40,20,0
2628,56,non_government,high_school, married,4,3,1,0,0,40,20,0
2629,29,non_government,bachelors_degree,never_married,2,1,0,6806,0,40,30,0
2630,59,non_government,bachelors_degree,never_married,6,3,1,0,0,50,20,0
2631,33,non_government,high_school, divorced,3,1,1,0,0,45,12,0
2632,29,non_government,associates_degree_vocational, married,10,3,1,0,0,40,20,0
2633,19,non_government,high_school,never_married,6,3,1,0,0,40,20,0
2634,45,government_state,some_college,never_married,2,3,0,0,0,40,20,0
2635,27,non_government,high_school, married,6,3,1,0,0,40,20,0
2636,47,non_government,bachelors_degree, divorced,3,3,1,0,0,45,20,0
2637,61,self_employed_incorporated,some_college, married,3,3,1,0,0,40,20,0
2638,70,self_employed_incorporated,bachelors_degree, divorced,0,3,0,0,0,55,20,0
2639,33,non_government,high_school,never_married,8,1,1,0,0,40,20,0
2640,32,non_government,some_college, married,4,3,1,0,0,38,27,0
2641,25,non_government,high_school, separated,0,3,0,0,0,40,20,0
2642,40,non_government,high_school, married,10,3,1,0,0,40,20,0
2643,18,self_employed_not_incorporated,high_school,never_married,11,3,1,0,0,40,20,0
2644,35,government_state,some_college, married,0,3,1,0,0,80,20,0
2645,47,government_state,bachelors_degree, married,1,3,1,0,0,60,20,1
2646,25,non_government,some_college, married,3,3,1,0,0,50,20,0
2647,53,non_government,masters_degree, married,0,3,1,0,0,48,20,1
2648,28,government_local,high_school,never_married,0,0,0,0,0,35,20,0
2649,28,self_employed_not_incorporated,masters_degree,never_married,1,3,1,0,0,40,20,0
2650,30,non_government,some_college, divorced,2,3,0,0,0,10,20,0
2651,66,non_government,some_college, married,5,3,1,0,0,40,20,1
2652,39,non_government,bachelors_degree, divorced,0,3,0,0,0,25,20,0
2653,30,non_government,high_school,never_married,4,3,1,0,0,40,20,0
2654,39,non_government,bachelors_degree, divorced,0,3,0,0,0,45,20,0
2655,38,government_state,some_college, separated,0,3,1,0,0,40,20,0
2656,31,non_government,bachelors_degree, married,0,3,1,0,0,40,20,0
2657,22,government_state,some_college,never_married,1,3,1,0,0,10,20,0
2658,23,government_federal,some_college,never_married,4,3,1,0,0,40,20,0
2659,24,non_government,high_school, separated,7,3,0,0,0,55,20,0
2660,34,non_government,high_school, married,10,3,1,0,0,40,20,0
2661,38,non_government,bachelors_degree, married,0,3,1,0,0,60,20,0
2662,23,government_local,bachelors_degree,never_married,1,0,1,0,0,30,20,0
2663,24,non_government,some_college,never_married,0,3,1,0,0,40,20,0
2664,46,government_federal,bachelors_degree, married,1,3,1,0,0,40,20,1
2665,43,self_employed_incorporated,high_school,never_married,0,2,1,0,0,55,20,0
2666,53,non_government,high_school, married,6,3,1,0,0,40,20,0
2667,23,non_government,some_college, married,10,3,1,0,0,40,20,0
2668,19,non_government,high_school,never_married,7,3,0,0,0,30,20,0
2669,40,non_government,some_college, married,0,3,1,0,0,40,20,0
2670,47,non_government,high_school, married,2,3,0,0,0,20,20,1
2671,31,non_government,high_school, married,4,3,1,0,0,40,20,0
2672,29,non_government,high_school, married,6,0,1,0,0,40,20,0
2673,19,non_government,some_college,never_married,7,3,1,0,0,20,20,0
2674,50,non_government,high_school, widowed,2,3,0,0,0,35,20,0
2675,30,government_state,masters_degree,never_married,2,2,0,0,0,20,20,0
2676,23,self_employed_incorporated,high_school,never_married,8,3,1,0,0,50,20,0
2677,28,non_government,bachelors_degree,never_married,7,3,0,0,0,50,20,0
2678,34,non_government,high_school, separated,8,2,1,0,0,20,20,0
2679,51,non_government,high_school, married,6,3,1,0,0,40,20,0
2680,35,non_government,some_college, divorced,7,3,0,0,0,40,20,0
2681,23,non_government,high_school,never_married,6,3,1,0,0,40,2,0
2682,43,non_government,some_college, separated,3,3,0,0,0,10,20,0
2683,48,self_employed_incorporated,bachelors_degree, married,0,3,1,0,0,40,20,1
2684,53,non_government,bachelors_degree, married,0,3,1,0,0,60,20,1
2685,40,non_government,high_school, divorced,0,3,0,0,1911,52,20,0
2686,46,non_government,bachelors_degree, married,3,3,1,0,0,40,20,1
2687,24,non_government,some_college,never_married,3,3,0,0,0,20,20,0
2688,45,non_government,high_school, married,6,1,1,0,0,40,21,0
2689,64,government_federal,bachelors_degree, divorced,2,2,0,0,0,40,20,0
2690,42,government_local,masters_degree,never_married,1,3,0,0,0,40,20,1
2691,41,non_government,doctoral_degree, married,0,3,1,45147,0,50,22,1
2692,50,non_government,associates_degree_vocational, widowed,0,3,0,0,0,40,20,0
2693,46,self_employed_incorporated,masters_degree, divorced,3,3,1,0,0,60,20,1
2694,31,non_government,high_school,never_married,2,3,0,0,0,40,20,0
2695,57,self_employed_incorporated,professional_degree, married,1,3,1,0,0,40,20,0
2696,28,non_government,professional_degree,never_married,1,3,1,0,0,60,20,0
2697,43,government_federal,high_school, married,2,3,0,0,0,40,20,1
2698,35,non_government,some_college, married,2,3,0,22464,0,20,20,1
2699,23,non_government,bachelors_degree,never_married,2,3,0,0,0,35,20,0
2700,51,non_government,bachelors_degree, divorced,1,3,1,0,0,45,20,0
2701,21,non_government,some_college,never_married,2,3,0,0,0,40,20,0
2702,26,non_government,bachelors_degree,never_married,10,3,1,0,0,40,20,0
2703,30,non_government,some_college, married,8,2,1,0,0,35,20,0
2704,25,non_government,bachelors_degree,never_married,7,3,1,0,0,40,20,0
2705,32,non_government,high_school, married,1,3,1,0,4501,48,20,0
2706,55,government_local,masters_degree, married,0,3,1,0,0,55,20,1
2707,41,non_government,some_college,never_married,1,3,0,0,0,45,20,0
2708,35,non_government,some_college, married,6,3,1,0,0,40,20,1
2709,20,non_government,some_college,never_married,0,3,0,0,0,30,20,0
2710,36,non_government,high_school, married,8,3,0,0,0,40,20,1
2711,50,non_government,high_school, married,6,3,1,0,0,40,20,0
2712,40,government_federal,bachelors_degree,never_married,1,3,0,0,0,45,20,0
2713,31,non_government,bachelors_degree, divorced,2,3,0,0,0,45,20,0
